SKU,Brand,Product Name,Category,ADL Price,MEL Price,Price Difference,ADL packaging,MEL packaging,ADL Specials,MEL Specials,Specials Comp,ADL Suppliers,MEL Suppliers
1960246P,DermaVeen,Daily Nourish Moisturising Lotion,Health & Beauty,13.6,13.6,0.0,500mL,500mL,,,True,"['967228 INOVA PHARMACEUTICALS', '974294 INOVA PHARMACEUTICALS PTY LTD']","['967228 INOVA PHARMACEUTICALS', '974294 INOVA PHARMACEUTICALS PTY LTD']"
9547130P,Sard,Wonder Colour Catcher,Household,3.5,3.5,0.0,15 pack,15 pack,$pecials,$pecials,True,"['972100 HENKEL AUSTRALIA PTY LTD', '40525 STERIC TRADING P/L']","['972100 HENKEL AUSTRALIA PTY LTD', '40525 STERIC TRADING P/L']"
3873506P,Gordons,Sicilian Lemon Bottle 330mL,Summer Entertaining,20.0,19.0,1.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3878645P,Nicorette,Classic Gum 2mg,Health & Beauty,48.0,48.0,0.0,150 pack,150 pack,$pecials,$pecials,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
2207280P,Nivea,Cellular Anti-Wrinkle Night Cream Face Moisturiser + Hyaluronic Acid & Collagen,Health & Beauty,19.6,19.6,0.0,50mL,50mL,$pecials,$pecials,True,['936507 BEIERSDORF AUST LTD'],['936507 BEIERSDORF AUST LTD']
9540288P,Coles,Basmati Rice,Pantry,14.0,14.0,0.0,5kg,5kg,,,True,"['950735 RIVIANA FOODS P/L (PRIVATE LABEL', '923237 GLOBAL PROCUREMENT P/L HOUSEBRAN', '145823 OVERSEAS SUPPLIER', '964590 AUSTRALIA INTERNATIONAL P/L (HOU']","['950735 RIVIANA FOODS P/L (PRIVATE LABEL', '923237 GLOBAL PROCUREMENT P/L HOUSEBRAN', '145823 OVERSEAS SUPPLIER', '964590 AUSTRALIA INTERNATIONAL P/L (HOU']"
6658510P,John West,Tempters Tuna Sweet Corn & Mayonnaise,Pantry,1.15,1.15,0.0,95g,95g,$pecials,$pecials,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
2535596P,Coles,Apple & Raspberry Fruit Drink Multipack 250mL,Back to School,2.65,2.0,0.6499999999999999,6 pack,6 pack,,,True,"['971982 HARVEY FRESH (1994) LTD (COLESBR', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '619256 HARVEY FRESH']","['971982 HARVEY FRESH (1994) LTD (COLESBR', '965174 TRU BLU BEVERAGES P/L (HOUSEBRAN', '619256 HARVEY FRESH']"
2285524P,Coles,Frozen Crumbed Original White Fish Fillet 6 pack,Frozen,4.6,4.6,0.0,425g,425g,,,True,['14729 SIMPLOT AUST P/L'],['14729 SIMPLOT AUST P/L']
4742015P,Ardmona,Apricot Nectar Fruit Drink Can,Drinks,1.6,1.5,0.10000000000000009,405mL,405mL,,,True,"['41327 SPC ARDMON', '976400 SHEPPARTON PARTNERS COLLECTIVE O']","['41327 SPC ARDMON', '976400 SHEPPARTON PARTNERS COLLECTIVE O']"
5436900P,Jarrah,French Vanilla Latte,Pantry,5.0,5.0,0.0,250g,250g,$pecials,$pecials,True,['941157 AB FOOD &'],['941157 AB FOOD &']
8478870P,Deeko,White Serviettes,Household,2.88,2.88,0.0,200 pack,200 pack,$pecials,$pecials,True,['4545 THE SORBENT PAPER CO'],['4545 THE SORBENT PAPER CO']
3504747P,Heritage Mill,Zesty Lemon &  Raspberry Clusters,Pantry,7.0,7.0,0.0,500g,500g,,,True,['973667 FREEDOM FOODS GROUP TRADING PTY'],['973667 FREEDOM FOODS GROUP TRADING PTY']
3698621P,Cadbury,Twirl Caramilk Bars,Pantry,2.0,2.0,0.0,39g,39g,,,True,['618748 CADBURY P/L'],['618748 CADBURY P/L']
2125460P,Nescafe,Blend 43 Smooth & Creamy Instant Coffee,Pantry,9.4,9.4,0.0,140g,140g,,,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
121297P,Clive of India,Curry Powder,Pantry,3.45,3.45,0.0,100g,100g,,,True,['50032 WARD MCKEN'],['50032 WARD MCKEN']
3468483P,Coles,Green Choice Wild Mint & Lavender Bathroom Cleaner,Household,4.5,4.5,0.0,500mL,500mL,,,True,['931394 AWARE ENVIRONMENTAL PRODUCTS P/L'],['931394 AWARE ENVIRONMENTAL PRODUCTS P/L']
5336960P,Wattle Valley,Chunky Roasted Capsicum With Cashews & Fetta Dip,"Dairy, Eggs & Meals",4.6,4.6,0.0,150g,150g,,,True,"['650595 EDEN FOODS', '64122 MENORA FOODS P/L', '628042 ROYAL FOODS P/L', '976959 MENORA FOODS']","['650595 EDEN FOODS', '64122 MENORA FOODS P/L', '628042 ROYAL FOODS P/L', '976959 MENORA FOODS']"
3735411P,Nestle,Milkybar Hot Chocolate,Drinks,6.3,6.3,0.0,10 pack,10 pack,,,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
2747313P,Organic Choice,Multi-Purpose Cleaner Trigger Spray,Household,3.85,3.85,0.0,500mL,500mL,$pecials,$pecials,True,['931394 AWARE ENVIRONMENTAL PRODUCTS P/L'],['931394 AWARE ENVIRONMENTAL PRODUCTS P/L']
3542553P,Four N Twenty,Traveller Microwavable Classic Beef Pie,Frozen,3.2,3.2,0.0,160g,160g,,,True,['606235 PATTIES FOODS LTD'],['606235 PATTIES FOODS LTD']
1200107P,Liddells,Lactose Free Plain Yoghurt 4 pack,Back to School,5.35,5.35,0.0,140g,140g,,,True,"['964090 DANONE MURRAY GOULBURN AUST P/L', '317349 MURRAY GOULBURN CO-OP CO LTD', '974916 SAPUTO DAIRY AUSTRALIA (SDA2)']","['964090 DANONE MURRAY GOULBURN AUST P/L', '317349 MURRAY GOULBURN CO-OP CO LTD', '974916 SAPUTO DAIRY AUSTRALIA (SDA2)']"
3292707P,Kiddylicious,Veggie Straws Sour Cream & Chive Flavour,Baby,1.8,1.8,0.0,15g,15g,,,True,['968353 AUSTRALIAN RETAIL FOOD NETWORK'],['968353 AUSTRALIAN RETAIL FOOD NETWORK']
4692449P,Hermesetas,Mini Sweetener Tablets,Pantry,5.7,5.7,0.0,800 pack,800 pack,$pecials,$pecials,True,"['2127 STUART ALEXANDER (GROCERY)', '32590 MCCORMICK FOODS AUST P/L']","['2127 STUART ALEXANDER (GROCERY)', '32590 MCCORMICK FOODS AUST P/L']"
329618P,Arnott's,Gaiety Chocolate Biscuits,Back to School,4.0,4.0,0.0,160g,160g,,,True,"['803321 JAMES DICKSON & CO P/L T/A NATI', '805822 DICKSONS NATIONAL DISTRIBUTION (', ""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]","['803321 JAMES DICKSON & CO P/L T/A NATI', '805822 DICKSONS NATIONAL DISTRIBUTION (', ""96733 ARNOTT'S BISCUITS LTD (NSW DIV)""]"
3557889P,L'Oreal,Revitalift Ginseng Glow Energising Red Day Cream,Health & Beauty,39.0,39.0,0.0,50mL,50mL,,,True,"[""720488 L'OREAL AUST P/L""]","[""720488 L'OREAL AUST P/L""]"
162862P,White Wings,Hamburger Helper Seasoning Mix,Pantry,3.1,3.1,0.0,110g,110g,,,True,"['944953 GOODMAN FI', '603481 NESTLE AUS']","['944953 GOODMAN FI', '603481 NESTLE AUS']"
2038376P,Rexona,Women Antiperspirant Cream Clinical Shower Clean,Health & Beauty,13.0,13.0,0.0,45mL,45mL,$pecials,$pecials,True,['26867 UNILEVER A/ASIA HOME &PERSONAL C'],['26867 UNILEVER A/ASIA HOME &PERSONAL C']
3235791P,Mckenzie's,Buckwheat Flour,Pantry,3.6,3.6,0.0,300g,300g,,,True,['50032 WARD MCKENZIE P/L'],['50032 WARD MCKENZIE P/L']
3448362P,Darrell Lea,Milk Choc Raspberry Bullets,Pantry,4.4,4.4,0.0,250g,250g,,,True,['967482 DARRELL LEA CONFECTIONERY CO P/L'],['967482 DARRELL LEA CONFECTIONERY CO P/L']
2690828P,Coles Deli,Multipack Assorted Chips 15 Pack,Back to School,4.95,4.95,0.0,278g,278g,,,True,['184136 LIPS CHIPS (HOUSEBRAND)'],['184136 LIPS CHIPS (HOUSEBRAND)']
7778267P,Jacob's Creek,Cabernet Sauvignon 750mL,Liquor,8.0,8.0,0.0,1 Each,1 Each,$pecials,$pecials,True,"['963979 MAX LIQUOR SUPPLIES', '705381 PERNOD RICARD AUST (WINE)']","['963979 MAX LIQUOR SUPPLIES', '705381 PERNOD RICARD AUST (WINE)']"
122234P,Foster Clark's,Powder Custard,Pantry,2.2,2.2,0.0,350g,350g,,,True,['9709 CEREBOS AU'],['9709 CEREBOS AU']
3912685P,Duracell,Duracell Lithium Coin Batteries 1616,Household,5.0,5.0,0.0,1 pack,1 pack,,,True,['975409 PENTAL PRODUCTS PTY LTD'],['975409 PENTAL PRODUCTS PTY LTD']
6819380P,Whispers,Chardonnay 750mL,Liquor,5.0,5.0,0.0,1 Each,1 Each,,,True,"['963979 MAX LIQUOR SUPPLIES', '954413 LITTORE FAMILY WINES P/L']","['963979 MAX LIQUOR SUPPLIES', '954413 LITTORE FAMILY WINES P/L']"
2994108P,Sukin,Natural Balance Shampoo,Health & Beauty,18.0,18.0,0.0,500mL,500mL,,,True,"['939013 COLES SUPERMARKETS P/L', '973986 SUKIN AUSTRALIA PTY LTD']","['939013 COLES SUPERMARKETS P/L', '973986 SUKIN AUSTRALIA PTY LTD']"
3734168P,Scholl,Callus Removal Pads,Health & Beauty,11.0,11.0,0.0,4 pack,4 pack,,,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
6856060P,Pedigree,Dentastix Small Dog Treats Daily Oral Care Dental Chews,Pet,17.5,17.5,0.0,28 pack,28 pack,,,True,['47392 MARS PETCA'],['47392 MARS PETCA']
8492259P,Heinz,Big Eat Ravioli Bolognese,Pantry,1.75,1.75,0.0,410g,410g,,,True,['22161 HJ HEINZ CO AUST LTD'],['22161 HJ HEINZ CO AUST LTD']
200145P,Golden Circle,Pine Mango Fruit Drink,Drinks,2.15,2.15,0.0,1L,1L,,,True,['109738 HEINZ'],['109738 HEINZ']
3499589P,Crankt,Gluten Free Choc Peanut Flavour Protein + Energy Bar,Pantry,3.75,3.75,0.0,55g,55g,,,True,"['973733 FREEDOM FOODS GROUP TRADING PTY', '973667 FREEDOM FOODS GROUP TRADING PTY']","['973733 FREEDOM FOODS GROUP TRADING PTY', '973667 FREEDOM FOODS GROUP TRADING PTY']"
2606606P,Coles,Multi Angle Soft Toothbrushes,Health & Beauty,2.0,2.0,0.0,2 pack,2 pack,,,True,"['945049 CONCEPT AMENITIES P/L (PRIVATE L', '972399 HUNTER AMENITIES PTY LTD (CB)', '975428 RANIR LTD', '145823 OVERSEAS SUPPLIER']","['945049 CONCEPT AMENITIES P/L (PRIVATE L', '972399 HUNTER AMENITIES PTY LTD (CB)', '975428 RANIR LTD', '145823 OVERSEAS SUPPLIER']"
1840211P,Bic,4 Colour Pen,Back to School,1.96,1.96,0.0,1 each,1 each,$pecials,$pecials,True,"['953408 BIC AUST P/L - (X DOCK)', '6220 BIC AUST P/L']","['953408 BIC AUST P/L - (X DOCK)', '6220 BIC AUST P/L']"
3004857P,Herbal Essences,Bio Renew Hydrate Coconut Milk Shampoo,Health & Beauty,12.0,12.0,0.0,400mL,400mL,,,True,['422720 PROCTER & GAMBLE AUST P/L'],['422720 PROCTER & GAMBLE AUST P/L']
3411023P,Air Wick,Pure Soft Cotton Fragrance Infused With Essential Oil Refill 19mL,Household,10.0,10.0,0.0,2 pack,2 pack,,,True,"['975782 RB (HYGIENE HOME) AUSTRALIA PTY', '672882 RECKITT BENCKISER (AUST) P/L']","['975782 RB (HYGIENE HOME) AUSTRALIA PTY', '672882 RECKITT BENCKISER (AUST) P/L']"
318316P,MasterFoods,Onion Salt Seasoning,Pantry,1.9,1.9,0.0,68g,68g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
3293018P,Angove,Organic Rose 750mL,Liquor,13.0,13.0,0.0,1 Each,1 Each,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
3740580P,Mr Chen's,Malaysian Curry Laksa Kit,Pantry,7.5,7.5,0.0,605g,605g,,,True,"['971299 CHEN FOODS', '985251 CHEN FOODS GROUP']","['971299 CHEN FOODS', '985251 CHEN FOODS GROUP']"
1173376P,U By Kotex,Sport Active Liners,Health & Beauty,3.5,3.5,0.0,30 pack,30 pack,,,True,['965992 KIMBERLY-CLARK AUSTRALIA P/L (AD'],['965992 KIMBERLY-CLARK AUSTRALIA P/L (AD']
3681811P,Listerine,Coconut & Lime Mouthwash,Health & Beauty,8.7,8.7,0.0,500mL,500mL,,,True,['24058 JOHNSON & JOHNSON PACIFIC P/L'],['24058 JOHNSON & JOHNSON PACIFIC P/L']
6855985P,MasterFoods,Side Dish Creamy Cheesy Potato Bake Recipe Base,Pantry,2.2,2.2,0.0,175g,175g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
2424187P,Aunt Betty's,Creamy Rice Snack With Apple & Cinnamon,Pantry,3.0,3.0,0.0,240g,240g,,,True,"['975112 WALTER & WILD PTY LIMITED', '941287 HANSELLS FOODS AUSTRALIA P/L', '975237 WALTER AND WILD PTY LTD', '972753 HANSELLS FOODS AUSTRALIA PL']","['975112 WALTER & WILD PTY LIMITED', '941287 HANSELLS FOODS AUSTRALIA P/L', '975237 WALTER AND WILD PTY LTD', '972753 HANSELLS FOODS AUSTRALIA PL']"
2090900P,Allen's,Killer Pythons,Pantry,1.5,1.5,0.0,192g,192g,$pecials,$pecials,True,['620521 NESTLE CONFECTIONERY LTD'],['620521 NESTLE CONFECTIONERY LTD']
3311007P,Sole Mare,Wild Brisling Sardines With Wood Smoked,Pantry,3.5,3.5,0.0,120g,120g,,,True,['8508 CONGA FOODS'],['8508 CONGA FOODS']
8450420P,Zilzie,Estate Cab Sauvignon 750mL,Liquor,9.0,9.0,0.0,1 Each,1 Each,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
5228390P,Lindt,Lindor 60% Cocoa Chocolate Block,Pantry,3.0,3.0,0.0,100g,100g,$pecials,$pecials,True,"['929588 LINDT & SP', '801005 PJ GREGORY', ""929772 TOM'S CONF""]","['929588 LINDT & SP', '801005 PJ GREGORY', ""929772 TOM'S CONF""]"
9928338P,Nescafe,Dolce Gusto Cafe Au Lait Coffee Capsules 16 Pack,Pantry,5.95,5.95,0.0,160g,160g,$pecials,$pecials,True,"['621994 NESTLE AUST LTD', '656186 COLES SUPERMARKETS (EXP)']","['621994 NESTLE AUST LTD', '656186 COLES SUPERMARKETS (EXP)']"
5885594P,Coles,Tomato Paste,Pantry,0.8,0.8,0.0,170g,170g,,,True,"['952023 GLOBAL WHOLESALERS P/L', '145823 OVERSEAS SUPPLIER', '923237 GLOBAL PROCUREMENT P/L HOUSEBRAN', '952725 LEGEND GLOBE TRADING LTD']","['952023 GLOBAL WHOLESALERS P/L', '145823 OVERSEAS SUPPLIER', '923237 GLOBAL PROCUREMENT P/L HOUSEBRAN', '952725 LEGEND GLOBE TRADING LTD']"
9693948P,Nestle,Coffee Mate Whitener,Pantry,4.0,4.0,0.0,400g,400g,,,True,['621994 NESTLE AUST LTD'],['621994 NESTLE AUST LTD']
2859066P,Coles,Kitchen Australian Diced Butternut Pumpkin,Fruit & Vegetables,4.0,4.0,0.0,500g,500g,,,True,"['97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']","['97446 CARTER & SPENCER GROUP P/L', '933347 COSTAS (TASMANIA)', '414760 ST GEORGE PROD PTY LTD', ""635235 COSTA'S P/L (VIC DC)"", '939312 FRESH PRODUCE DC (NSW)', '942633 CARTER & SPENCER NORTH QLD', '939301 FRESH PRODUCE DC (WA)']"
3407682P,Ribena,Blackcurrant Fruit Juice Syrup Bottle,Drinks,6.0,6.0,0.0,1L,1L,,,True,['935273 FRUCOR BEVERAGES (AUST) P/L'],['935273 FRUCOR BEVERAGES (AUST) P/L']
8636359P,Mission,Lite Wrap 8 pack,Back to School,5.0,5.0,0.0,567g,567g,,,True,['953327 GRUMA OCEANIA P/L'],['953327 GRUMA OCEANIA P/L']
5344186P,Chicken Tonight,Asian Lemon Chicken Simmer Sauce,Pantry,2.5,2.5,0.0,520g,520g,$pecials,$pecials,True,"['421901 UNILEVER A/ASIA FOODS', '14729 SIMPLOT AUST P/L', '969030 SYMINGTONS AUSTRALIA PTY LIMITED']","['421901 UNILEVER A/ASIA FOODS', '14729 SIMPLOT AUST P/L', '969030 SYMINGTONS AUSTRALIA PTY LIMITED']"
6556306P,Garnier,Pure Active 3 in 1 Wash Scrub & Mask,Health & Beauty,6.25,6.25,0.0,150mL,150mL,$pecials,$pecials,True,"[""720488 L'OREAL AUST P/L""]","[""720488 L'OREAL AUST P/L""]"
3937427P,Pralines,Master Collection,Pantry,20.0,20.0,0.0,184g,184g,,,True,['929588 LINDT & SPRUNGLI (AUST) P/L'],['929588 LINDT & SPRUNGLI (AUST) P/L']
2279893P,Vittoria,Espressotoria Italian Blend Coffee Capsules 12 pack,Pantry,4.9,4.9,0.0,78g,78g,$pecials,$pecials,True,['51837 VITTORIA FOOD & BEVERAGE'],['51837 VITTORIA FOOD & BEVERAGE']
3249719P,Coles,A4 Display Book 30 Micron,Household,1.55,1.55,0.0,1 each,1 each,$pecials,$pecials,True,['972613 FPL GROUP LIMITED'],['972613 FPL GROUP LIMITED']
83850P,Absolut,Vodka 1 Litre,Summer Entertaining,68.0,68.0,0.0,1 Each,1 Each,,,True,"['800541 MAXXIUM AUST P/L', '806872 PERNOD RICARD AUST (SPIRITS)', '734845 MAXXIUM AUST P/L', '722642 COCA-COLA AMATIL (AUST) P/L', '12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '42412 LIONEL SAMSON']","['800541 MAXXIUM AUST P/L', '806872 PERNOD RICARD AUST (SPIRITS)', '734845 MAXXIUM AUST P/L', '722642 COCA-COLA AMATIL (AUST) P/L', '12947 G.H.P.L.', '963979 MAX LIQUOR SUPPLIES', '42412 LIONEL SAMSON']"
6988515P,Quick Eze,Chewy Fast Acting Heartburn And Indigestion Tablets,Health & Beauty,6.0,6.0,0.0,3 pack,3 pack,,,True,['620521 NESTLE CONFECTIONERY LTD'],['620521 NESTLE CONFECTIONERY LTD']
3734190P,Strepsils,Menthol,Health & Beauty,5.5,5.5,0.0,16 pack,16 pack,$pecials,$pecials,True,['672882 RECKITT BENCKISER (AUST) P/L'],['672882 RECKITT BENCKISER (AUST) P/L']
3711694P,Coles,Pro Interdental Brushes Iso 3 Large,,3.75,3.75,0.0,10 PACK,10 PACK,$pecials,$pecials,True,['RANIR LTD'],['RANIR LTD']
6607600P,Jordan,Baby Toothbrush 0-2 years,Baby,4.0,4.0,0.0,1 each,1 each,,,True,"['953684 WISDOM BRANDS P/L', '939177 WISDOM BRANDS P/L']","['953684 WISDOM BRANDS P/L', '939177 WISDOM BRANDS P/L']"
7655325P,Earth Choice,Multi-Purpose Cleaner Trigger Spray,Household,3.2,3.2,0.0,600mL,600mL,,,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
2113653P,Wild Turkey,Rare & Cola Can 8% 320mL,Liquor,27.0,27.0,0.0,4 Pack,4 Pack,$pecials,$pecials,True,['963979 MAX LIQUOR SUPPLIES'],['963979 MAX LIQUOR SUPPLIES']
2224938P,Coles,Chocolate Coated Almonds,Pantry,2.0,2.0,0.0,190g,190g,,,True,"[""930772 PATON'S MACADAMIA PLANTATIONS P/"", '971768 CHOCOLATE AND CONFECTIONERY CO']","[""930772 PATON'S MACADAMIA PLANTATIONS P/"", '971768 CHOCOLATE AND CONFECTIONERY CO']"
9858684P,Raid,One Shot Odourless Surface Spray,Summer Entertaining,7.0,7.0,0.0,375g,375g,,,True,['131601 SC JOHNSON & SON P/L'],['131601 SC JOHNSON & SON P/L']
114349P,Coles,Peppermints,Pantry,1.42,1.42,0.0,200g,200g,,,True,"['950483 PITTSWORTH', '739715 PITTSWORTH']","['950483 PITTSWORTH', '739715 PITTSWORTH']"
5859834P,Coles,Tomato Salsa Mild,Pantry,1.5,1.5,0.0,300g,300g,,,True,"['145823 OVERSEAS SUPPLIER', '950476 HANSELLS FOODS AUSTRALIA P/L (PR', '975217 WALTER & WILD PTY LTD(CB)', '935827 PLC (NZ) LTD (PRIVATE LABEL)', '974113 HANSELLS FOODS AUSTRALIA P/L (CB']","['145823 OVERSEAS SUPPLIER', '950476 HANSELLS FOODS AUSTRALIA P/L (PR', '975217 WALTER & WILD PTY LTD(CB)', '935827 PLC (NZ) LTD (PRIVATE LABEL)', '974113 HANSELLS FOODS AUSTRALIA P/L (CB']"
9549431P,Coles,Mexican Chilli Beans,Pantry,1.5,1.5,0.0,420g,420g,,,True,"['976401 SHEPPARTON PARTNERS COLLECTIVE O', '933282 SPC ARDMONA OPERATIONS LTD (PRIV']","['976401 SHEPPARTON PARTNERS COLLECTIVE O', '933282 SPC ARDMONA OPERATIONS LTD (PRIV']"
3741990P,Vegemite,40% Salt Reduced,Pantry,8.2,8.2,0.0,440g,440g,,,True,['973987 BEGA CHEESE LIMITED'],['973987 BEGA CHEESE LIMITED']
7667368P,Coles,Full Cream Long Life Milk,"Dairy, Eggs & Meals",1.25,1.25,0.0,1L,1L,,,True,"['943645 FREEDOM FO', '937417 DAIRY FARM', '953498 PACTUM AUSTRALIA P/L HOUSEBRAND', '965291 HARVEY FRESH (1994) LTD MILK (H/', '615676 CLASSIC FO', '317349 MURRAY GOULBURN CO-OP CO LTD', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '973732 FREEDOM FOODS GROUP TRADING PTY', '973733 FREEDOM FOODS GROUP TRADING PTY']","['943645 FREEDOM FO', '937417 DAIRY FARM', '953498 PACTUM AUSTRALIA P/L HOUSEBRAND', '965291 HARVEY FRESH (1994) LTD MILK (H/', '615676 CLASSIC FO', '317349 MURRAY GOULBURN CO-OP CO LTD', '953572 MURRAY GOULBURN CO-OPERATIVE CO', '973732 FREEDOM FOODS GROUP TRADING PTY', '973733 FREEDOM FOODS GROUP TRADING PTY']"
3742257P,Pine O Cleen,Simply Wipes Meadow Flowers,Household,10.0,10.0,0.0,90 pack,90 pack,,,True,['975782 RB (HYGIENE HOME) AUSTRALIA PTY'],['975782 RB (HYGIENE HOME) AUSTRALIA PTY']
8532284P,Queen,Natural Vanilla Concentrated Extract,Pantry,7.4,7.4,0.0,50mL,50mL,,,True,"['380539 QUEEN FINE FOODS P/L', '975628 DR OETKER FOODS AUSTRALIA']","['380539 QUEEN FINE FOODS P/L', '975628 DR OETKER FOODS AUSTRALIA']"
9658379P,Sirena,Lemon & Pepper Tuna,Pantry,2.7,2.7,0.0,95g,95g,,,True,"['730475 VALCORP FINE FOODS P/L', '971920 ICONIC FOOD DISTRIBUTION PTY LTD']","['730475 VALCORP FINE FOODS P/L', '971920 ICONIC FOOD DISTRIBUTION PTY LTD']"
6684146P,Pureharvest,Organic Long Life Oat Milk,"Dairy, Eggs & Meals",2.8,2.8,0.0,1L,1L,,,True,['272400 PUREHARVEST'],['272400 PUREHARVEST']
3329137P,Coles,Macaroni Pasta,Pantry,1.2,1.2,0.0,500g,500g,,,True,"['951699 AIR GUITAR AUSTRALIA', '651893 SAN REMO MACARONI CO P/L HOUSEBR', '68021 SAN REMO MACARONI CO P/L ACCT 1']","['951699 AIR GUITAR AUSTRALIA', '651893 SAN REMO MACARONI CO P/L HOUSEBR', '68021 SAN REMO MACARONI CO P/L ACCT 1']"
5153360P,Moro,Primero Extra Virgin Olive Oil,Pantry,29.0,29.0,0.0,4L,4L,$pecials,$pecials,True,['8508 CONGA FOOD'],['8508 CONGA FOOD']
6842837P,Gravox,Traditional Liquid Gravy,Pantry,3.0,3.0,0.0,250g,250g,,,True,['9709 CEREBOS AU'],['9709 CEREBOS AU']
3827098P,Masterfoods,Recipe Base Smokey Tacos,Pantry,2.2,2.2,0.0,175g,175g,,,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
2826045P,Peckish,Cracker Rice Salt Vinegar 6 Pack,Pantry,3.0,3.0,0.0,120g,120g,,,True,"['976959 MENORA FOODS', '64122 MENORA FOODS P/L']","['976959 MENORA FOODS', '64122 MENORA FOODS P/L']"
9270831P,Purity,Sensitive Fabric Softener,Household,4.0,4.0,0.0,1.25L,1.25L,,,True,['653217 NATURES ORGANICS P/L'],['653217 NATURES ORGANICS P/L']
3763213P,Fancy Feast,Classic Sliced Chicken Cat Food,Pet,1.45,1.45,0.0,85g,85g,,,True,['971213 NESTLE PURINA PETCARE'],['971213 NESTLE PURINA PETCARE']
3508679P,Coles,Mum's Sause Tomato & Basil,Pantry,3.0,3.0,0.0,500g,500g,,,True,"['14729 SIMPLOT AUST P/L', '951699 AIR GUITAR AUSTRALIA']","['14729 SIMPLOT AUST P/L', '951699 AIR GUITAR AUSTRALIA']"
8760846P,Coles,Green Cayenne Chillies Loose,Fruit & Vegetables,1.2,1.2,0.0,approx. 50g,approx. 50g,,,True,"['97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD']","['97446 CARTER & SPENCER GROUP P/L', ""635235 COSTA'S P/L (VIC DC)"", '939301 FRESH PRODUCE DC (WA)', '939312 FRESH PRODUCE DC (NSW)', '414760 ST GEORGE PROD PTY LTD', '933347 COSTAS (TASMANIA)', '942633 CARTER & SPENCER NORTH QLD']"
3034064P,Moro,Garlic Infusion Extra Virgin Olive Oil Evoo,Pantry,3.5,3.5,0.0,250mL,250mL,$pecials,$pecials,True,['8508 CONGA FOODS'],['8508 CONGA FOODS']
8490209P,Kellogg's,Coco Pops Chocolatey Breakfast Cereal,Back to School,5.4,5.4,0.0,375g,375g,,,True,['25054 KELLOGG AUST P/L'],['25054 KELLOGG AUST P/L']
1022610P,Coles,Creme Royale Brushed Potatoes loose,Fruit & Vegetables,0.6,0.6,0.0,approx. 200g each,approx. 200g each,,,True,"['414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)']","['414760 ST GEORGE PROD PTY LTD', '97446 CARTER & SPENCER GROUP P/L', '939312 FRESH PRODUCE DC (NSW)', ""635235 COSTA'S P/L (VIC DC)"", '942633 CARTER & SPENCER NORTH QLD', '933347 COSTAS (TASMANIA)', '939301 FRESH PRODUCE DC (WA)']"
1274566P,Dolmio,Tuna Bake Pasta Sauce,Pantry,3.0,3.0,0.0,495g,495g,$pecials,$pecials,True,['30791 MARS AUST GROCERY ACCOUNT'],['30791 MARS AUST GROCERY ACCOUNT']
